kind,n,boundary,buckets,arcCodes,bitWidthArcCode,bitWidthMeanders
semi,41,4,125,32,10,60
semi,41,3,40,10,8,61
semi,41,2,12,4,6,63
semi,41,1,3,1,4,63
semi,42,42,0,23,90,1
semi,42,41,61,61,84,1
semi,42,40,216,136,82,2
semi,42,39,463,293,80,3
semi,42,38,1008,680,78,5
semi,42,37,2328,1434,76,6
semi,42,36,4908,3171,74,8
semi,42,35,10786,6731,72,9
semi,42,34,22977,14370,70,11
semi,42,33,48515,30279,68,13
semi,42,32,102731,63235,66,14
semi,42,31,211657,130736,64,16
semi,42,30,439213,267633,62,17
semi,42,29,885309,538690,60,19
semi,42,28,1783508,1074164,58,21
semi,42,27,3488117,2082647,56,22
semi,42,26,6735709,3981450,54,24
semi,42,25,12518133,7266560,52,26
semi,42,24,22556659,12885048,50,27
semi,42,23,38585142,21464271,48,29
semi,42,22,63087090,34419990,46,31
semi,42,21,97976010,52193290,44,32
semi,42,20,143205206,74378743,42,34
semi,42,19,193254057,96248436,40,36
semi,42,18,230532979,107506889,38,38
semi,42,17,227278875,93671786,36,39
semi,42,16,165270633,54353742,34,41
semi,42,15,79044654,18536446,32,43
semi,42,14,25121921,5147288,30,44
semi,42,13,6991893,1439437,28,46
semi,42,12,1961369,406418,26,48
semi,42,11,555469,115907,24,50
semi,42,10,159137,33536,22,51
semi,42,9,46181,9823,20,53
semi,42,8,13623,2950,18,55
semi,42,7,4087,895,16,57
semi,42,6,1254,286,14,58
semi,42,5,392,90,12,60
semi,42,4,125,32,10,62
semi,42,3,40,10,8,63
semi,42,2,12,4,6,64
semi,42,1,3,1,4,65
semi,43,43,0,23,92,1
semi,43,42,63,63,86,1
semi,43,41,220,139,84,2
semi,43,40,480,304,82,3
semi,43,39,1034,696,80,5
semi,43,38,2412,1490,78,6
semi,43,37,5057,3260,76,8
semi,43,36,11205,7014,74,9
semi,43,35,23785,14853,72,11
semi,43,34,50639,31704,70,13
semi,43,33,106977,65795,68,14
semi,43,32,222459,137889,66,16
semi,43,31,461130,280954,64,17
semi,43,30,940015,574486,62,19
semi,43,29,1895376,1142514,60,21
semi,43,28,3763430,2261186,58,22
semi,43,27,7301952,4328340,56,24
semi,43,26,13888367,8147148,54,26
semi,43,25,25358758,14592448,52,27
semi,43,24,44777107,25265325,50,29
semi,43,23,74987273,41393035,48,31
semi,43,22,120433195,65089828,46,32
semi,43,21,183181758,96943639,44,34
semi,43,20,261558161,134044081,42,36
semi,43,19,339476211,165982204,40,38
semi,43,18,382193208,171738576,38,39
semi,43,17,341554878,131613198,36,41
semi,43,16,215010918,62497459,34,43
semi,43,15,86490799,18548734,32,44
semi,43,14,25134208,5147288,30,46
semi,43,13,6991893,1439437,28,48
semi,43,12,1961369,406418,26,50
semi,43,11,555469,115907,24,51
semi,43,10,159137,33536,22,53
semi,43,9,46181,9823,20,55
semi,43,8,13623,2950,18,57
semi,43,7,4087,895,16,58
semi,43,6,1254,286,14,60
semi,43,5,392,90,12,62
semi,43,4,125,32,10,63
semi,43,3,40,10,8,65
semi,43,2,12,4,6,66
semi,43,1,3,1,4,67
semi,44,44,0,24,94,1
semi,44,43,64,64,88,1
semi,44,42,227,143,86,2
semi,44,41,488,309,84,3
semi,44,40,1065,719,82,5
semi,44,39,2468,1522,80,6
semi,44,38,5221,3377,78,8
semi,44,37,11522,7202,76,9
semi,44,36,24655,15445,74,11
semi,44,35,52344,32740,72,13
semi,44,34,111500,68798,70,14
semi,44,33,231448,143396,68,16
semi,44,32,484290,296152,66,17
semi,44,31,986725,603143,64,19
semi,44,30,2012801,1219040,62,21
semi,44,29,4003166,2408229,60,22
semi,44,28,7893049,4711440,58,24
semi,44,27,15105257,8893060,56,26
semi,44,26,28272493,16457220,54,27
semi,44,25,50675012,28830922,52,29
semi,44,24,87409266,48862572,50,31
semi,44,23,143780447,78574285,48,32
semi,44,22,225769164,121160468,46,34
semi,44,21,335799577,175572763,44,36
semi,44,20,463126519,233833732,42,38
semi,44,19,573255983,272636523,40,39
semi,44,18,597548359,256427264,38,41
semi,44,17,476691712,168558175,36,43
semi,44,16,256927790,66334929,34,44
semi,44,15,90039127,18548734,32,46
semi,44,14,25134208,5147288,30,48
semi,44,13,6991893,1439437,28,50
semi,44,12,1961369,406418,26,51
semi,44,11,555469,115907,24,53
semi,44,10,159137,33536,22,55
semi,44,9,46181,9823,20,57
semi,44,8,13623,2950,18,58
semi,44,7,4087,895,16,60
semi,44,6,1254,286,14,62
semi,44,5,392,90,12,63
semi,44,4,125,32,10,65
semi,44,3,40,10,8,67
semi,44,2,12,4,6,68
semi,44,1,3,1,4,68
semi,45,44,66,66,90,1
semi,45,43,231,146,88,2
semi,45,42,505,320,86,3
semi,45,41,1091,735,84,5
semi,45,40,2552,1578,82,6
semi,45,39,5370,3466,80,8
semi,45,38,11941,7485,78,9
semi,45,37,25463,15928,76,11
semi,45,36,54468,34165,74,13
semi,45,35,115746,71358,72,14
semi,45,34,242250,150549,70,16
semi,45,33,506207,309473,68,17
semi,45,32,1041431,638939,66,19
semi,45,31,2124669,1287390,64,21
semi,45,30,4278481,2586770,62,22
semi,45,29,8459350,5058386,60,24
semi,45,28,16481455,9779504,58,26
semi,45,27,31111320,18195938,56,27
semi,45,26,57290683,33002866,54,29
semi,45,25,100616971,56777375,52,31
semi,45,24,170443790,94283235,50,32
semi,45,23,275265172,149608736,48,34
semi,45,22,425141790,226164047,46,36
semi,45,21,617123017,319581514,44,38
semi,45,20,823958692,408420873,42,39
semi,45,19,966286603,446118901,40,41
semi,45,18,926196928,374889091,38,43
semi,45,17,647005844,206175542,36,44
semi,45,16,295176824,67292719,34,46
semi,45,15,90984633,18548739,32,48
semi,45,14,25134217,5147296,30,50
semi,45,13,6991915,1439454,28,51
semi,45,12,1961413,406449,26,53
semi,45,11,555571,115976,24,55
semi,45,10,159346,33672,22,57
semi,45,9,46651,10124,20,58
semi,45,8,14348,3315,18,60
semi,45,7,4797,1158,16,62
meanders,2,2,0,1,5,1
meanders,2,1,1,1,4,1
meanders,3,3,0,1,4,1
meanders,3,2,3,3,6,1
meanders,3,1,2,1,4,2
meanders,4,4,0,1,5,1
meanders,4,3,2,2,7,1
meanders,4,2,4,4,6,1
meanders,4,1,3,1,4,2
meanders,5,5,0,1,4,1
meanders,5,4,3,3,6,1
meanders,5,3,7,6,8,2
meanders,5,2,9,4,6,3
meanders,5,1,3,1,4,4
meanders,6,6,0,1,5,1
meanders,6,5,2,2,7,1
meanders,6,4,6,6,9,1
meanders,6,3,13,8,8,2
meanders,6,2,10,4,6,3
meanders,6,1,3,1,4,4
meanders,7,7,0,1,4,1
meanders,7,6,3,3,6,1
meanders,7,5,7,6,8,2
meanders,7,4,20,15,10,3
meanders,7,3,23,10,8,4
meanders,7,2,12,4,6,5
meanders,7,1,3,1,4,6
meanders,8,8,0,1,5,1
meanders,8,7,2,2,7,1
meanders,8,6,6,6,9,1
meanders,8,5,16,11,11,2
meanders,8,4,31,21,10,3
meanders,8,3,30,10,8,5
meanders,8,2,12,4,6,6
meanders,8,1,3,1,4,7
meanders,9,9,0,1,4,1
meanders,9,8,3,3,6,1
meanders,9,7,7,6,8,2
meanders,9,6,20,15,10,3
meanders,9,5,42,29,12,4
meanders,9,4,61,28,10,5
meanders,9,3,36,10,8,6
meanders,9,2,12,4,6,8
meanders,9,1,3,1,4,9
meanders,10,10,0,1,5,1
meanders,10,9,2,2,7,1
meanders,10,8,6,6,9,1
meanders,10,7,16,11,11,2
meanders,10,6,37,27,13,3
meanders,10,5,71,42,12,5
meanders,10,4,77,30,10,6
meanders,10,3,38,10,8,7
meanders,10,2,12,4,6,9
meanders,10,1,3,1,4,10
meanders,11,11,0,1,4,1
meanders,11,10,3,3,6,1
meanders,11,9,7,6,8,2
meanders,11,8,20,15,10,3
meanders,11,7,42,29,12,4
meanders,11,6,100,67,14,5
meanders,11,5,138,65,12,6
meanders,11,4,104,32,10,8
meanders,11,3,40,10,8,9
meanders,11,2,12,4,6,10
meanders,11,1,3,1,4,11
meanders,12,12,0,1,5,1
meanders,12,11,2,2,7,1
meanders,12,10,6,6,9,1
meanders,12,9,16,11,11,2
meanders,12,8,37,27,13,3
meanders,12,7,81,52,15,5
meanders,12,6,160,99,14,6
meanders,12,5,188,75,12,7
meanders,12,4,112,32,10,9
meanders,12,3,40,10,8,10
meanders,12,2,12,4,6,11
meanders,12,1,3,1,4,12
meanders,13,13,0,1,4,1
meanders,13,12,3,3,6,1
meanders,13,11,7,6,8,2
meanders,13,10,20,15,10,3
meanders,13,9,42,29,12,4
meanders,13,8,100,67,14,5
meanders,13,7,207,134,16,6
meanders,13,6,329,160,14,8
meanders,13,5,271,90,12,9
meanders,13,4,125,32,10,10
meanders,13,3,40,10,8,12
meanders,13,2,12,4,6,13
meanders,13,1,3,1,4,14
meanders,14,14,0,1,5,1
meanders,14,13,2,2,7,1
meanders,14,12,6,6,9,1
meanders,14,11,16,11,11,2
meanders,14,10,37,27,13,3
meanders,14,9,81,52,15,5
meanders,14,8,180,119,17,6
meanders,14,7,347,204,16,7
meanders,14,6,451,196,14,9
meanders,14,5,306,90,12,10
meanders,14,4,125,32,10,11
meanders,14,3,40,10,8,13
meanders,14,2,12,4,6,14
meanders,14,1,3,1,4,15
meanders,15,15,0,1,4,1
meanders,15,14,3,3,6,1
meanders,15,13,7,6,8,2
meanders,15,12,20,15,10,3
meanders,15,11,42,29,12,4
meanders,15,10,100,67,14,5
meanders,15,9,207,134,16,6
meanders,15,8,468,299,18,8
meanders,15,7,723,363,16,9
meanders,15,6,708,261,14,10
meanders,15,5,367,90,12,12
meanders,15,4,125,32,10,13
meanders,15,3,40,10,8,15
meanders,15,2,12,4,6,16
meanders,15,1,3,1,4,17
meanders,16,16,0,1,5,1
meanders,16,15,2,2,7,1
meanders,16,14,6,6,9,1
meanders,16,13,16,11,11,2
meanders,16,12,37,27,13,3
meanders,16,11,81,52,15,5
meanders,16,10,180,119,17,6
meanders,16,9,382,239,19,7
meanders,16,8,766,461,18,9
meanders,16,7,1042,472,16,10
meanders,16,6,834,271,14,11
meanders,16,5,377,90,12,13
meanders,16,4,125,32,10,14
meanders,16,3,40,10,8,16
meanders,16,2,12,4,6,18
meanders,16,1,3,1,4,18
meanders,17,17,0,1,4,1
meanders,17,16,3,3,6,1
meanders,17,15,7,6,8,2
meanders,17,14,20,15,10,3
meanders,17,13,42,29,12,4
meanders,17,12,100,67,14,5
meanders,17,11,207,134,16,6
meanders,17,10,468,299,18,8
meanders,17,9,974,614,20,9
meanders,17,8,1653,845,18,10
meanders,17,7,1739,699,16,12
meanders,17,6,1083,286,14,13
meanders,17,5,392,90,12,15
meanders,17,4,125,32,10,16
meanders,17,3,40,10,8,18
meanders,17,2,12,4,6,19
meanders,17,1,3,1,4,20
meanders,18,18,0,1,5,1
meanders,18,17,2,2,7,1
meanders,18,16,6,6,9,1
meanders,18,15,16,11,11,2
meanders,18,14,37,27,13,3
meanders,18,13,81,52,15,5
meanders,18,12,180,119,17,6
meanders,18,11,382,239,19,7
meanders,18,10,836,531,21,9
meanders,18,9,1643,968,20,10
meanders,18,8,2409,1144,18,11
meanders,18,7,2148,769,16,13
meanders,18,6,1143,286,14,14
meanders,18,5,392,90,12,16
meanders,18,4,125,32,10,18
meanders,18,3,40,10,8,19
meanders,18,2,12,4,6,21
meanders,18,1,3,1,4,22
meanders,19,19,0,1,4,1
meanders,19,18,3,3,6,1
meanders,19,17,7,6,8,2
meanders,19,16,20,15,10,3
meanders,19,15,42,29,12,4
meanders,19,14,100,67,14,5
meanders,19,13,207,134,16,6
meanders,19,12,468,299,18,8
meanders,19,11,974,614,20,9
meanders,19,10,2156,1348,22,10
meanders,19,9,3599,1890,20,12
meanders,19,8,4267,1830,18,13
meanders,19,7,3023,895,16,15
meanders,19,6,1254,286,14,16
meanders,19,5,392,90,12,18
meanders,19,4,125,32,10,19
meanders,19,3,40,10,8,21
meanders,19,2,12,4,6,23
meanders,19,1,3,1,4,23
meanders,20,20,0,1,5,1
meanders,20,19,2,2,7,1
meanders,20,18,6,6,9,1
meanders,20,17,16,11,11,2
meanders,20,16,37,27,13,3
meanders,20,15,81,52,15,5
meanders,20,14,180,119,17,6
meanders,20,13,382,239,19,7
meanders,20,12,836,531,21,9
meanders,20,11,1769,1094,23,10
meanders,20,10,3592,2145,22,11
meanders,20,9,5428,2664,20,13
meanders,20,8,5494,2135,18,14
meanders,20,7,3311,895,16,16
meanders,20,6,1254,286,14,18
meanders,20,5,392,90,12,19
meanders,20,4,125,32,10,21
meanders,20,3,40,10,8,22
meanders,20,2,12,4,6,24
meanders,20,1,3,1,4,25
meanders,21,21,0,1,4,1
meanders,21,20,3,3,6,1
meanders,21,19,7,6,8,2
meanders,21,18,20,15,10,3
meanders,21,17,42,29,12,4
meanders,21,16,100,67,14,5
meanders,21,15,207,134,16,6
meanders,21,14,468,299,18,8
meanders,21,13,974,614,20,9
meanders,21,12,2156,1348,22,10
meanders,21,11,4522,2813,24,12
meanders,21,10,8056,4278,22,13
meanders,21,9,10072,4579,20,15
meanders,21,8,8323,2754,18,16
meanders,21,7,3891,895,16,18
meanders,21,6,1254,286,14,19
meanders,21,5,392,90,12,21
meanders,21,4,125,32,10,23
meanders,21,3,40,10,8,24
meanders,21,2,12,4,6,26
meanders,21,1,3,1,4,27
meanders,22,22,0,1,5,1
meanders,22,21,2,2,7,1
meanders,22,20,6,6,9,1
meanders,22,19,16,11,11,2
meanders,22,18,37,27,13,3
meanders,22,17,81,52,15,5
meanders,22,16,180,119,17,6
meanders,22,15,382,239,19,7
meanders,22,14,836,531,21,9
meanders,22,13,1769,1094,23,10
meanders,22,12,3844,2397,25,11
meanders,22,11,7692,4550,24,13
meanders,22,10,12271,6195,22,14
meanders,22,9,13497,5657,20,16
meanders,22,8,9502,2824,18,18
meanders,22,7,3961,895,16,19
meanders,22,6,1254,286,14,21
meanders,22,5,392,90,12,22
meanders,22,4,125,32,10,24
meanders,22,3,40,10,8,26
meanders,22,2,12,4,6,27
meanders,22,1,3,1,4,28
meanders,23,23,0,1,4,1
meanders,23,22,3,3,6,1
meanders,23,21,7,6,8,2
meanders,23,20,20,15,10,3
meanders,23,19,42,29,12,4
meanders,23,18,100,67,14,5
meanders,23,17,207,134,16,6
meanders,23,16,468,299,18,8
meanders,23,15,974,614,20,9
meanders,23,14,2156,1348,22,10
meanders,23,13,4522,2813,24,12
meanders,23,12,9903,6125,26,13
meanders,23,11,17472,9474,24,15
meanders,23,10,23726,11215,22,16
meanders,23,9,21880,8059,20,18
meanders,23,8,12055,2950,18,19
meanders,23,7,4087,895,16,21
meanders,23,6,1254,286,14,23
meanders,23,5,392,90,12,24
meanders,23,4,125,32,10,26
meanders,23,3,40,10,8,27
meanders,23,2,12,4,6,29
meanders,23,1,3,1,4,30
meanders,24,24,0,1,5,1
meanders,24,23,2,2,7,1
meanders,24,22,6,6,9,1
meanders,24,21,16,11,11,2
meanders,24,20,37,27,13,3
meanders,24,19,81,52,15,5
meanders,24,18,180,119,17,6
meanders,24,17,382,239,19,7
meanders,24,16,836,531,21,9
meanders,24,15,1769,1094,23,10
meanders,24,14,3844,2397,25,11
meanders,24,13,8154,5012,27,13
meanders,24,12,16726,9978,26,14
meanders,24,11,27264,14099,24,16
meanders,24,10,32863,14533,22,18
meanders,24,9,26078,8647,20,19
meanders,24,8,12573,2950,18,21
meanders,24,7,4087,895,16,22
meanders,24,6,1254,286,14,24
meanders,24,5,392,90,12,26
meanders,24,4,125,32,10,27
meanders,24,3,40,10,8,29
meanders,24,2,12,4,6,30
meanders,24,1,3,1,4,31
meanders,25,25,0,1,4,1
meanders,25,24,3,3,6,1
meanders,25,23,7,6,8,2
meanders,25,22,20,15,10,3
meanders,25,21,42,29,12,4
meanders,25,20,100,67,14,5
meanders,25,19,207,134,16,6
meanders,25,18,468,299,18,8
meanders,25,17,974,614,20,9
meanders,25,16,2156,1348,22,10
meanders,25,15,4522,2813,24,12
meanders,25,14,9903,6125,26,13
meanders,25,13,20903,12905,28,15
meanders,25,12,38631,21107,26,16
meanders,25,11,54528,26770,24,18
meanders,25,10,56405,22496,22,19
meanders,25,9,35729,9823,20,21
meanders,25,8,13623,2950,18,23
meanders,25,7,4087,895,16,24
meanders,25,6,1254,286,14,26
meanders,25,5,392,90,12,27
meanders,25,4,125,32,10,29
meanders,25,3,40,10,8,30
meanders,25,2,12,4,6,32
meanders,25,1,3,1,4,33
meanders,26,26,0,1,5,1
meanders,26,25,2,2,7,1
meanders,26,24,6,6,9,1
meanders,26,23,16,11,11,2
meanders,26,22,37,27,13,3
meanders,26,21,81,52,15,5
meanders,26,20,180,119,17,6
meanders,26,19,382,239,19,7
meanders,26,18,836,531,21,9
meanders,26,17,1769,1094,23,10
meanders,26,16,3844,2397,25,11
meanders,26,15,8154,5012,27,13
meanders,26,14,17650,10902,29,14
meanders,26,13,35832,21281,28,16
meanders,26,12,60768,32006,26,18
meanders,26,11,77851,36190,24,19
meanders,26,10,70133,25422,22,21
meanders,26,9,38473,9823,20,22
meanders,26,8,13623,2950,18,24
meanders,26,7,4087,895,16,26
meanders,26,6,1254,286,14,27
meanders,26,5,392,90,12,29
meanders,26,4,125,32,10,30
meanders,26,3,40,10,8,32
meanders,26,2,12,4,6,34
meanders,26,1,3,1,4,34
meanders,27,27,0,1,4,1
meanders,27,26,3,3,6,1
meanders,27,25,7,6,8,2
meanders,27,24,20,15,10,3
meanders,27,23,42,29,12,4
meanders,27,22,100,67,14,5
meanders,27,21,207,134,16,6
meanders,27,20,468,299,18,8
meanders,27,19,974,614,20,9
meanders,27,18,2156,1348,22,10
meanders,27,17,4522,2813,24,12
meanders,27,16,9903,6125,26,13
meanders,27,15,20903,12905,28,15
meanders,27,14,45494,27970,30,16
meanders,27,13,83606,46413,28,18
meanders,27,12,125113,62958,26,19
meanders,27,11,140580,60170,24,21
meanders,27,10,103352,31772,22,23
meanders,27,9,44417,9823,20,24
meanders,27,8,13623,2950,18,26
meanders,27,7,4087,895,16,27
meanders,27,6,1254,286,14,29
meanders,27,5,392,90,12,30
meanders,27,4,125,32,10,32
meanders,27,3,40,10,8,34
meanders,27,2,12,4,6,36
meanders,27,1,3,1,4,36
meanders,28,28,0,1,5,1
meanders,28,27,2,2,7,1
meanders,28,26,6,6,9,1
meanders,28,25,16,11,11,2
meanders,28,24,37,27,13,3
meanders,28,23,81,52,15,5
meanders,28,22,180,119,17,6
meanders,28,21,382,239,19,7
meanders,28,20,836,531,21,9
meanders,28,19,1769,1094,23,10
meanders,28,18,3844,2397,25,11
meanders,28,17,8154,5012,27,13
meanders,28,16,17650,10902,29,14
meanders,28,15,37548,22997,31,16
meanders,28,14,77653,46383,30,18
meanders,28,13,133841,71743,28,19
meanders,28,12,183064,88066,26,21
meanders,28,11,181838,71702,24,22
meanders,28,10,115570,32360,22,24
meanders,28,9,45005,9823,20,26
meanders,28,8,13623,2950,18,27
meanders,28,7,4087,895,16,29
meanders,28,6,1254,286,14,30
meanders,28,5,392,90,12,32
meanders,28,4,125,32,10,34
meanders,28,3,40,10,8,35
meanders,28,2,12,4,6,37
meanders,28,1,3,1,4,38
meanders,29,29,0,1,4,1
meanders,29,28,3,3,6,1
meanders,29,27,7,6,8,2
meanders,29,26,20,15,10,3
meanders,29,25,42,29,12,4
meanders,29,24,100,67,14,5
meanders,29,23,207,134,16,6
meanders,29,22,468,299,18,8
meanders,29,21,974,614,20,9
meanders,29,20,2156,1348,22,10
meanders,29,19,4522,2813,24,12
meanders,29,18,9903,6125,26,13
meanders,29,17,20903,12905,28,15
meanders,29,16,45494,27970,30,16
meanders,29,15,96475,59282,32,18
meanders,29,14,183418,102390,30,19
meanders,29,13,282471,145814,28,21
meanders,29,12,344639,155152,26,23
meanders,29,11,286404,98483,24,24
meanders,29,10,143477,33536,22,26
meanders,29,9,46181,9823,20,27
meanders,29,8,13623,2950,18,29
meanders,29,7,4087,895,16,30
meanders,29,6,1254,286,14,32
meanders,29,5,392,90,12,34
meanders,29,4,125,32,10,36
meanders,29,3,40,10,8,37
meanders,29,2,12,4,6,39
meanders,29,1,3,1,4,40
meanders,30,30,0,1,5,1
meanders,30,29,2,2,7,1
meanders,30,28,6,6,9,1
meanders,30,27,16,11,11,2
meanders,30,26,37,27,13,3
meanders,30,25,81,52,15,5
meanders,30,24,180,119,17,6
meanders,30,23,382,239,19,7
meanders,30,22,836,531,21,9
meanders,30,21,1769,1094,23,10
meanders,30,20,3844,2397,25,11
meanders,30,19,8154,5012,27,13
meanders,30,18,17650,10902,29,14
meanders,30,17,37548,22997,31,16
meanders,30,16,81085,49815,33,18
meanders,30,15,166470,99224,32,19
meanders,30,14,295535,160441,30,21
meanders,30,13,422612,210102,28,22
meanders,30,12,462019,194029,26,24
meanders,30,11,333177,104027,24,26
meanders,30,10,148433,33536,22,27
meanders,30,9,46181,9823,20,29
meanders,30,8,13623,2950,18,30
meanders,30,7,4087,895,16,32
meanders,30,6,1254,286,14,34
meanders,30,5,392,90,12,35
meanders,30,4,125,32,10,37
meanders,30,3,40,10,8,39
meanders,30,2,12,4,6,40
meanders,30,1,3,1,4,41
meanders,31,31,0,1,4,1
meanders,31,30,3,3,6,1
meanders,31,29,7,6,8,2
meanders,31,28,20,15,10,3
meanders,31,27,42,29,12,4
meanders,31,26,100,67,14,5
meanders,31,25,207,134,16,6
meanders,31,24,468,299,18,8
meanders,31,23,974,614,20,9
meanders,31,22,2156,1348,22,10
meanders,31,21,4522,2813,24,12
meanders,31,20,9903,6125,26,13
meanders,31,19,20903,12905,28,15
meanders,31,18,45494,27970,30,16
meanders,31,17,96475,59282,32,18
meanders,31,16,209157,128129,34,19
meanders,31,15,396395,223991,32,21
meanders,31,14,637022,334361,30,23
meanders,31,13,825471,388695,28,24
meanders,31,12,771569,289697,26,26
meanders,31,11,445084,115907,24,27
meanders,31,10,159137,33536,22,29
meanders,31,9,46181,9823,20,30
meanders,31,8,13623,2950,18,32
meanders,31,7,4087,895,16,34
meanders,31,6,1254,286,14,36
meanders,31,5,392,90,12,37
meanders,31,4,125,32,10,39
meanders,31,3,40,10,8,40
meanders,31,2,12,4,6,42
meanders,31,1,3,1,4,43
meanders,32,32,0,1,5,1
meanders,32,31,2,2,7,1
meanders,32,30,6,6,9,1
meanders,32,29,16,11,11,2
meanders,32,28,37,27,13,3
meanders,32,27,81,52,15,5
meanders,32,26,180,119,17,6
meanders,32,25,382,239,19,7
meanders,32,24,836,531,21,9
meanders,32,23,1769,1094,23,10
meanders,32,22,3844,2397,25,11
meanders,32,21,8154,5012,27,13
meanders,32,20,17650,10902,29,14
meanders,32,19,37548,22997,31,16
meanders,32,18,81085,49815,33,18
meanders,32,17,172905,105659,35,19
meanders,32,16,359950,215418,34,21
meanders,32,15,647118,355948,32,22
meanders,32,14,970381,493479,30,24
meanders,32,13,1142431,507660,28,26
meanders,32,12,934520,320039,26,27
meanders,32,11,473494,115907,24,29
meanders,32,10,159137,33536,22,30
meanders,32,9,46181,9823,20,32
meanders,32,8,13623,2950,18,34
meanders,32,7,4087,895,16,35
meanders,32,6,1254,286,14,37
meanders,32,5,392,90,12,39
meanders,32,4,125,32,10,40
meanders,32,3,40,10,8,42
meanders,32,2,12,4,6,43
meanders,32,1,3,1,4,44
meanders,33,33,0,1,4,1
meanders,33,32,3,3,6,1
meanders,33,31,7,6,8,2
meanders,33,30,20,15,10,3
meanders,33,29,42,29,12,4
meanders,33,28,100,67,14,5
meanders,33,27,207,134,16,6
meanders,33,26,468,299,18,8
meanders,33,25,974,614,20,9
meanders,33,24,2156,1348,22,10
meanders,33,23,4522,2813,24,12
meanders,33,22,9903,6125,26,13
meanders,33,21,20903,12905,28,15
meanders,33,20,45494,27970,30,16
meanders,33,19,96475,59282,32,18
meanders,33,18,209157,128129,34,19
meanders,33,17,445014,272610,36,21
meanders,33,16,865071,490913,34,23
meanders,33,15,1420971,759360,32,24
meanders,33,14,1953451,950127,30,26
meanders,33,13,2008683,814956,28,27
meanders,33,12,1340353,388994,26,29
meanders,33,11,538045,115907,24,30
meanders,33,10,159137,33536,22,32
meanders,33,9,46181,9823,20,34
meanders,33,8,13623,2950,18,36
meanders,33,7,4087,895,16,37
meanders,33,6,1254,286,14,39
meanders,33,5,392,90,12,40
meanders,33,4,125,32,10,42
meanders,33,3,40,10,8,44
meanders,33,2,12,4,6,45
meanders,33,1,3,1,4,46
meanders,34,34,0,1,5,1
meanders,34,33,2,2,7,1
meanders,34,32,6,6,9,1
meanders,34,31,16,11,11,2
meanders,34,30,37,27,13,3
meanders,34,29,81,52,15,5
meanders,34,28,180,119,17,6
meanders,34,27,382,239,19,7
meanders,34,26,836,531,21,9
meanders,34,25,1769,1094,23,10
meanders,34,24,3844,2397,25,11
meanders,34,23,8154,5012,27,13
meanders,34,22,17650,10902,29,14
meanders,34,21,37548,22997,31,16
meanders,34,20,81085,49815,33,18
meanders,34,19,172905,105659,35,19
meanders,34,18,372820,228288,37,21
meanders,34,17,772103,461628,36,22
meanders,34,16,1419716,788178,34,24
meanders,34,15,2200428,1144435,32,26
meanders,34,14,2779663,1288018,30,27
meanders,34,13,2528086,944778,28,29
meanders,34,12,1475275,394538,26,30
meanders,34,11,543589,115907,24,32
meanders,34,10,159137,33536,22,34
meanders,34,9,46181,9823,20,35
meanders,34,8,13623,2950,18,37
meanders,34,7,4087,895,16,39
meanders,34,6,1254,286,14,40
meanders,34,5,392,90,12,42
meanders,34,4,125,32,10,43
meanders,34,3,40,10,8,45
meanders,34,2,12,4,6,47
meanders,34,1,3,1,4,48
meanders,35,35,0,1,4,1
meanders,35,34,3,3,6,1
meanders,35,33,7,6,8,2
meanders,35,32,20,15,10,3
meanders,35,31,42,29,12,4
meanders,35,30,100,67,14,5
meanders,35,29,207,134,16,6
meanders,35,28,468,299,18,8
meanders,35,27,974,614,20,9
meanders,35,26,2156,1348,22,10
meanders,35,25,4522,2813,24,12
meanders,35,24,9903,6125,26,13
meanders,35,23,20903,12905,28,15
meanders,35,22,45494,27970,30,16
meanders,35,21,96475,59282,32,18
meanders,35,20,209157,128129,34,19
meanders,35,19,445014,272610,36,21
meanders,35,18,962310,588152,38,23
meanders,35,17,1867575,1069831,36,24
meanders,35,16,3167211,1712791,34,26
meanders,35,15,4550074,2279273,32,27
meanders,35,14,5107533,2197935,30,29
meanders,35,13,3870863,1255396,28,30
meanders,35,12,1794752,406418,26,32
meanders,35,11,555469,115907,24,34
meanders,35,10,159137,33536,22,36
meanders,35,9,46181,9823,20,37
meanders,35,8,13623,2950,18,39
meanders,35,7,4087,895,16,40
meanders,35,6,1254,286,14,42
meanders,35,5,392,90,12,44
meanders,35,4,125,32,10,45
meanders,35,3,40,10,8,47
meanders,35,2,12,4,6,49
meanders,35,1,3,1,4,50
meanders,36,36,0,1,5,1
meanders,36,35,2,2,7,1
meanders,36,34,6,6,9,1
meanders,36,33,16,11,11,2
meanders,36,32,37,27,13,3
meanders,36,31,81,52,15,5
meanders,36,30,180,119,17,6
meanders,36,29,382,239,19,7
meanders,36,28,836,531,21,9
meanders,36,27,1769,1094,23,10
meanders,36,26,3844,2397,25,11
meanders,36,25,8154,5012,27,13
meanders,36,24,17650,10902,29,14
meanders,36,23,37548,22997,31,16
meanders,36,22,81085,49815,33,18
meanders,36,21,172905,105659,35,19
meanders,36,20,372820,228288,37,21
meanders,36,19,796413,485938,39,22
meanders,36,18,1666843,999555,38,24
meanders,36,17,3095876,1735998,36,26
meanders,36,16,4970764,2626205,34,27
meanders,36,15,6633729,3191110,32,29
meanders,36,14,6663680,2668603,30,30
meanders,36,13,4418190,1312024,28,32
meanders,36,12,1845836,406418,26,34
meanders,36,11,555469,115907,24,35
meanders,36,10,159137,33536,22,37
